body_text,review_datetime_raw,review_title,rating_raw,translated_review,original_language
"Eine Corona bedingte Stornierung von Ende Mai. Nach einer Mail und 2 Hotline Anrufe ist Anfang Oktober noch kein Geld da. O-Ton damals : es wird ""sofort angewiesen""
Ergänzung: Heute am 2.10.2020 ist das Geld eingetroffen, nach 18 Wochen! Die Bewertung bleibt auf ein Punkt.",Datoen for opplevelsen: 02. oktober 2020,Eine Corona bedingte Stornierung von…,Vurdert til 1 av 5 stjerner,"A Corona-related cancellation at the end of May. After an email and 2 hotline calls, there is still no money at the beginning of October. Original quote at the time: it will be &quot;paid immediately&quot;. Addition: Today, October 2nd, 2020, the money arrived, after 18 weeks! The rating remains at one point.",DE
"Bei Colorline scheinen Coronaregeln nicht zu geben und nicht zu gelten. Weder in Kiel noch in Oslo keine Kontrolle des Impfpasses. Sowie Hygieneregeln,Reinigung des Schiffes bezüglich der Treppengeländer oder Türklinken (desinfizieren ). Sehr enttäuschend.",Datoen for opplevelsen: 09. november 2021,Bei Colorline scheinen Coronaregeln H.Krohn,Vurdert til 1 av 5 stjerner,"Colorline seems to have no corona rules and they don&#39;t apply. There is no checking of vaccination records in either Kiel or Oslo. There are also hygiene rules, cleaning of the ship regarding the stair railings or door handles (disinfect). Very disappointing.",DE
"Anfang des Jahres buchten wir die Verbindung Hirtshals-Kristiansand und zurück Larvik-Hirtshals für uns beide, unseren Hund und unser WoMo. Aufgrund unklarer Beschreibung zur Tiermitnahme rief ich Color Line an und ließ mir bestätigen das unser Hund (40cm hoch) und seiner Box bei uns reisen darf. Dies haben wir bei anderen Reederein auch immer so gehandhabt, da unser Hund dabei immer in seiner Box schläft. Etwa 2 Stunden nach Ablegen verlangte eine Mitarbeiterin des Schiffes die Verbringung des Tieres ins Auto. Dies wurde von mir verweigert, da im Autodeck mehrer Alarmanlagen jaulten. Darauf hin wurde ich in einer Zelle mit Stahlboxen eingesperrt und noch nicht mal nach Anlegen des Schiffes raus geholt. In dieser Zelle waren Stahlboxen, in denen völlig verängstigte Tiere eingesperrt wurden und zitternd auf den kalten Stahlplatten liegen mussten. Auch musste ich mein gerade gekauftes Essen entsorgen. Das waren 28€ für die Mülltonne. Letztendlich hat unser Hund mit ziemlicher Gewissheit aufgrund dieses Erlebnisses bei starkem Seegang und unheimlich lauter Geräuchkulisse ein solches Trauma erlitten, das wir noch in Norwegen zum Tierarzt mussten. Der erlebte Stress schlug im auf den Magen-Darm-Trakt so das wir schlussendlich den Urlaub abbrechen und vorzeitig zurückkehren mussten. Die Tierarztkosten in Norwegen beliefen sich auf 550€ und hier in Deutschland bisher auf 150€. Color Line reagierte mit einer Mail, bei der man von einem Missverständnis ausginge.",Datoen for opplevelsen: 02. juli 2023,Color Line mit Hund,Vurdert til 1 av 5 stjerner,"At the beginning of the year we booked the Hirtshals-Kristiansand and back Larvik-Hirtshals connection for both of us, our dog and our RV. Due to unclear instructions on taking animals with us, I called Color Line and had them confirm that our dog (40cm tall) and his crate could travel with us. We have always done this with other shipping companies, as our dog always sleeps in his crate. About 2 hours after departure, an employee of the ship demanded that the animal be put in the car. I refused this because several alarm systems were blaring on the car deck. I was then locked in a cell with steel boxes and was not even taken out after the ship docked. In this cell there were steel boxes in which terrified animals were locked up and had to lie shivering on the cold steel plates. I also had to throw away the food I had just bought. That was €28 for the garbage can. Ultimately, our dog was almost certainly so traumatized by this experience in rough seas and incredibly loud noises that we had to take him to the vet in Norway. The stress he experienced affected his gastrointestinal tract so that we ended up having to cut our vacation short and return early. The vet costs in Norway amounted to €550 and so far here in Germany they have only cost €150. Color Line responded with an email that they assumed was a misunderstanding.",DE
"Wir sind am 22.12.2022 mit der Color Line Fähre von Hirtsals nach Larvik und am 01.01.2023 zurück gefahren. Es war bereits am 22.12. so voll, dass nicht jeder Passagier einen Sitzplatz für die Überfahrt von 3:45 Stunden finden konnte. Am 01.01.2023 war es jedoch so schlimm, dass in allen Gängen und auf allen Treppenabsätzen Menschen liegen und sitzen mussten. Es ist nicht nur aus hygienischen und pandemischen Gründen fragwürdig eine Fähre dermaßen zu überbuchen. Auch die Sicherheit ist bei einer solchen Menge von Menschen nicht gewährleistet. All das wird nur in Kauf genommen, um maximalen Profit rauszuholen. Ich finde das einfach nur erbärmlich. Ich war bislang stets zufrieden mit dieser Fährgesellschaft, werde mich aber in Zukunft anderweitig orientieren. Vielen Dank für nichts!",Datoen for opplevelsen: 31. desember 2022,Ein viel zu volles Schiff. Mindestens 200 Leute hatten keinen Sitzplatz,Vurdert til 1 av 5 stjerner,"We took the Color Line ferry from Hirtsals to Larvik on December 22nd, 2022 and returned on January 1st, 2023. It was already so full on December 22nd that not every passenger could find a seat for the 3:45 hour crossing. On January 1st, 2023, however, it was so bad that people had to lie and sit in all the aisles and on all the landings. It is not only questionable for hygienic and pandemic reasons to overbook a ferry to such an extent. Safety is also not guaranteed with such a large number of people. All of this is only accepted in order to make maximum profit. I find it just pathetic. I have always been satisfied with this ferry company so far, but I will look elsewhere in the future. Thank you for nothing!",DE
"nå er det ganske spesielt å reise med colorline , man får ikke sitte mer en 4 stk sammen på resturangene og ikke mer enn 3 på pøbben,,, jeg var på båten i går,, mange fustrerte som reise som ble vist bort av både bartendere og ,,dette går litt over styr spør du meg ,,når de var 7000 på kampen på intility bare noen kilometer unna der båten går fra ... så de reglenen poå colorline nå gjør det sånn at det ikke er trivelig og reise vennepar og familier blir vist bort ,oh på donkeybar og monkey bar .. der er de ekstrem ... så det blir ikke tur for min del på colorline før hele det jævla covid kjøret er over .....",Datoen for opplevelsen: 14. juli 2021,nå er det ganske spesielt å reise med…,Vurdert til 1 av 5 stjerner,"now it&#39;s quite special to travel with colorline, you can&#39;t sit more than 4 people together in the restaurants and no more than 3 in the pub,,, I was on the boat yesterday,, many people were frustrated as travelers who were turned away by both bartenders and,,this is getting a little out of hand, if you ask me,,when there were 7,000 at the match at Intility just a few kilometers away from where the boat departs...so those rules about colorline now make it so that it is not pleasant to travel with pairs of friends and families are turned away, oh at donkey bar and monkey bar .. there they are extreme ... so it won&#39;t be my turn at colorline until the whole damn covid ride is over .....",NO
"Ich bin ziemlich sauer, das wir in Oslo als bereits eingecheckt Gäste warten mussten . Da muss man doch an der Seite einen separaten Eingang schaffen. Schon das verlassen des Schiffes hat 1 1/2 Std. gedauert. Da lohnt sich das Verlassen des Schiffes gar nicht. Aber das man um wieder auf das Schiff zu gelangen wieder fast eine Stunde benötigt, finde ich eine Unverschämtheit. Falls ich nochmal diese Reise machen sollte, werde ich aber nicht das Schiff verlassen.",Datoen for opplevelsen: 29. september 2021,Unerhörte Wartezeiten,Vurdert til 1 av 5 stjerner,"I&#39;m pretty annoyed that we had to wait in Oslo as guests who had already checked in. They should have created a separate entrance at the side. Just leaving the ship took 1.5 hours. Leaving the ship isn&#39;t worth it. But I think it&#39;s outrageous that it takes almost an hour to get back on the ship. If I were to do this trip again, I wouldn&#39;t leave the ship.",DE
"Color Magic desember 2023.

Flott tur med barn. Vi hadde 3-stjerners lugar med havutsikt + connecting lugar for 4 personer. Det var fint og rent. God mat og hyggelige ansatte stort sett overalt.

Ønsker av likevel å dele opplevelsen vi hadde med en ansatt i Color Shop butikken. Svært misfornøyd, gammel mann. Vi handlet for flere tusen i butikken og han ble sur på oss fordi guttungen hadde tatt frem og trykket på en leke i butikken som spilte av musikk. Denne personen kan ikke mye om kundebehandling og bør tydeligvis pensjoneres. Dette var den eldste ansatte i butikken, og helt klart det mest avskyelige mennesket vi har truffet på lenge. Trist.

Vil også nevne at mannen i skranken på badeland var veldig hyggelig og hjelpsom, og alle servitørene på Grand Buffet middag var veldig hyggelige. Flink pianist også!

Flott båt som anbefales. Bare styr unna gamle, gretne ansatte på Color Shop.",Datoen for opplevelsen: 20. desember 2023,Color Magic desember 2023.,Vurdert til 4 av 5 stjerner,"Color Magic December 2023. Great trip with children. We had a 3-star cabin with sea view + connecting cabin for 4 people. It was nice and clean. Good food and pleasant staff almost everywhere. Still want to share the experience we had with an employee in the Color Shop store. Very unhappy, old man. We shopped for several thousand in the store and he got mad at us because the boy had taken out and pressed a toy in the store that played music. This person does not know much about customer service and should clearly be retired. This was the oldest employee in the store, and clearly the most disgusting person we have encountered in a long time. Sad. I would also like to mention that the man at the counter at the water park was very nice and helpful, and all the waiters at the Grand Buffet dinner were very nice. Good pianist too! Great boat that is recommended. Just steer clear of old, grumpy Color Shop employees.",NO
"1 Stern ist leider noch zu viel.
Warte seit Wochen auf die Rückerstattung meiner gebuchten Reise.
Keine Kontaktmöglichkeiten, nur vom System generierte Mails!",Datoen for opplevelsen: 25. juni 2020,1 Stern ist leider noch zu viel.,Vurdert til 1 av 5 stjerner,"Unfortunately, 1 star is still too much. I&#39;ve been waiting for weeks for a refund for my booked trip. No contact options, only emails generated by the system!",DE
"Har betalt for medlemskap, men får ikke benytte dette når resten av familien skal på tur. Forlanger flere medlemskap pr familie a kr 180. Kundeklubb er gratis hos Fjordline.",Datoen for opplevelsen: 03. september 2023,Tar betalt flere ganger for kundeklubb,Vurdert til 1 av 5 stjerner,"Have paid for membership, but cannot use this when the rest of the family is going on a trip. Requests multiple memberships per family at NOK 180. Customer club is free at Fjordline.",NO
"Teuer und schlecht.

Am schlimmsten ist der Kundenservice per Telefon!

Umbuchung geht nur über Telefon, extrem langwierig und nervig!

Schaut euch lieber STENALINE an, sind in allen Punkten besser!",Datoen for opplevelsen: 28. mai 2020,Teuer und schlecht.,Vurdert til 1 av 5 stjerner,"Expensive and bad. The worst is the customer service over the phone! Rebooking is only possible over the phone, extremely time-consuming and annoying! You should take a look at STENALINE instead, they are better in every respect!",DE
"Haben extra eine 4 Sterne Kabine gebucht. Der extra Platz ist schon nicht schlecht ABER das Bett ist nur 1,40 breit, unmöglich da zu schlafen.Im Ozeanik frühstücken nicht schlecht wenn man denn einen Fensterplatz bekommen würde.Trotz das alles leer war Fehlanzeige. Wenn jemand ans Fenster gesetzt wurde dann Norwegische Bürger. Das gleiche auch beim Abendbuffett. 4 x gefahren ist für mich jetzt genug, ein 5 Test mal nicht mehr.",Datoen for opplevelsen: 02. juni 2022,Perfekt wenn man Norweger ist,Vurdert til 2 av 5 stjerner,"We booked a 4 star cabin. The extra space isn&#39;t bad BUT the bed is only 1.40m wide, making it impossible to sleep there. Breakfast on the Oceanic isn&#39;t bad if you could get a window seat. Despite the fact that it was all empty, there was no sign of one. If anyone was seated at the window, it was a Norwegian citizen. The same was true for the evening buffet. 4 trips is enough for me now, a 5th test is not going to happen again.",DE
"Jeg rejste med Colorline til Kr. Sand før jul. Spiste lasagne ombord som mod lovet ikke var helt varm. 10 timer senere blev jeg meget dårlig, dette varede i 4-5 dage.
Ved kontakt med selskabet blev jeg lovet at de ville kontakte mig - det skete ikke. Ved anden kontakt blev jeg bedt om at skrive en mail.
3 dager senere tog jeg igen kontakt og dagen efter (efter 5 dage) blev jeg ringet op af en ansvarlig person. Han optrådte uforskammet i tlf. og spurgte højlydt ""Hvad er du ude efter? Du burde vide at uden en prøve fra læge kommer du ingen vej""
Det eneste jeg ønskede første gang jeg tog kontakt var råd om hvordan jeg skulle forholde mig og garanti for at rutinerne ombord ift. håndtering af varm mad var i orden - evt. få fremlagt temperaturmålinger for pågældende dag.
Jeg har senere skrevet en tilbagemelding til kundeservice, men har ikke fået svar.
Meget utilfredsstillende behandling - jeg har rejst med Colorline i over 40 år.",Datoen for opplevelsen: 26. januar 2017,Dårlig mad med dårlig opfølgning,Vurdert til 1 av 5 stjerner,"I traveled with Colorline for Kr. Right before Christmas. Ate lasagna on board which, as promised, was not quite hot. 10 hours later I became very sick, this lasted for 4-5 days. When contacting the company, I was promised that they would contact me - this did not happen. On the second contact I was asked to write an email. 3 days later I contacted again and the next day (after 5 days) I was called by a responsible person. He appeared rude on the phone and asked loudly &quot;What are you after? You should know that without a test from a doctor you will get nowhere&quot; The only thing I wanted the first time I made contact was advice on how to proceed and a guarantee of that the routines on board regarding the handling of hot food were in order - possibly have temperature measurements presented for the day in question. I later wrote a feedback to customer service, but have not received a reply. Very unsatisfactory treatment - I have traveled with Colorline for over 40 years.",DA
Es war einfach sehr schön und color Line muss sich hinter keinem bekannten Kreuzfahrtschiff verstecken .Das Personal ist einfach nur super.Der Kunde fühlt sich hier wie ein König .Das Buffet ist spitze und für jeden Geschmack ist was dabei . Das Frühstück lässt keine Wünsche offen .Ich kann es nur jedem empfehlen.,Datoen for opplevelsen: 10. september 2023,Einfach eine Reise Wert. TOP.,Vurdert til 5 av 5 stjerner,It was simply very nice and Color Line doesn&#39;t have to hide behind any well-known cruise ship. The staff is just great. The customer feels like a king here. The buffet is great and there is something for every taste. The breakfast leaves nothing to be desired. I can only recommend it to everyone.,DE
"Adressat: Service-Center Color-Line

Fährüberfahrt Oslo-Kiel am 25. / 26. 09.2022

Ganz offensichtlich bin ich ColorLine als langjähriger Passagier, der auch noch die Vorgängerschiffe Princesse Ragnhild und Kronprins Harald kennengelernt hat, nicht mal mehr die 5 Minuten wert, die sonst für die Reinigung einer Kabine aufgewendet werden.

Vorgefunden habe ich eine verschmutzte, ungereinigte Kabine, Hinterlassenschaften vom Schmutz der Vorbenutzer, Gummibärchen, auf dem Boden herumliegende Taschenriemen, Finger- oder Zehennägel, einen ungesaugten, verschmutzten Teppichboden und ein nicht funktionierendes Licht, das ich selbst repariert habe.

Auf den beigefügten Photos ist der Zustand nur unvollständig wiedergegeben.

Einem Kunden einen solchen Zustand zuzumuten ist schlicht und ergreifend ekelerregend!



Muß ich mich als Kunde künftig vermehrt auf solche Serviceleistungen seitens ColorLine einlassen?

Mit freundlichen Grüßen

Markus Böller

( Leider kann ich hier auf Trustpilot die Bilder des Kabinenzustabnds nicht einstellen )",Datoen for opplevelsen: 25. september 2022,Ekelerregend,Vurdert til 1 av 5 stjerner,"Addressee: Color-Line Service Center Ferry crossing Oslo-Kiel on September 25th / 26th, 2022 Obviously, as a long-time ColorLine passenger who also got to know the predecessor ships Princesse Ragnhild and Kronprins Harald, I am no longer even worth the 5 minutes that are usually spent cleaning a cabin. I found a dirty, uncleaned cabin, leftover dirt from previous users, gummy bears, bag straps lying around on the floor, fingernails or toenails, an unvacuumed, dirty carpet and a non-functioning light that I repaired myself. The attached photos only partially show the condition. Exposing a customer to such a condition is simply disgusting! As a customer, will I have to accept such services from ColorLine more often in the future? Kind regards, Markus Böller (Unfortunately I cannot post the pictures of the cabin condition here on Trustpilot)",DE
Sind mit Hund 🐕 das Tier kostet ca 60 Euro .. also ein fährschiff mit dieser größe und klasse . Rate jedem eine andere Fähre zu nehmen 3 mal 15 min .. und nein geht garnicht . Tiere rutschen und können sich denke ich verletzen .ältere Menschen auch bei dem Übergang..Nie mehr !! Ganz dickes minus,Datoen for opplevelsen: 23. juli 2023,Sind mit Hund 🐕 das Tier kostet ca 60…,Vurdert til 1 av 5 stjerner,"We are with a dog 🐕 the animal costs around 60 euros... so a ferry of this size and class. I advise everyone to take a different ferry 3 times 15 minutes... and no, that&#39;s not possible. Animals slip and I think they can injure themselves. Older people can also injure themselves when crossing... Never again!! A big minus",DE
"Vi reiste den 8 juli Hadde bestilt Lunsj i utsikten Bestilte det som sto på nette på deres side Da vi skulle spise Så var det noe helt annet Fikk beskjed og gå til Bufféen Der fikk jeg snakka med Hovmesteren fra Kristiansand Han st der og braut seg og sa at det skjedde ikke hos dem,så jeg måtte bevise det der og da Jeg hadde ikke tlf med Jeg følte at han sto der og sa at jeg løy Ikke særlig hyggelig og stå der Men fikk bord i Bufféen men måtte betale 897 kr på nytt Og jeg fikk beskjed at jeg skulle få det jeg hadde betalt på Utsikten til bake Har ikke fått de pengene til bake Og han Hovmesteren fra Kristiansand Er ikke kundevenlig Han burde få seg en annen jobb Og ikke stå der og tro at han er noe Det er dårlig kundeservice av han Han burde skamme seg Synd at Collor Line har Slike Ansatte Så har ikke noe godt og si om Hovmesteren fra Kristiansand",Datoen for opplevelsen: 08. juli 2023,Vi reiste den 8 juli Hadde bestilt…,Vurdert til 1 av 5 stjerner,"We traveled on the 8th of July Had ordered Lunch in the view Ordered what was listed online on their site When we were going to eat Then it was something completely different Got told to go to the Buffet There I got to talk to the Master of the Court from Kristiansand He stood there and boasted and said that it didn&#39;t happen with them, so I had to prove it there and then I didn&#39;t have my phone with me I felt that he was standing there and said that I was lying Not very nice standing there But got a table in the buffet but had to pay NOK 897 again And I was told that I should get what I had paid for Utsikten til bake Haven&#39;t got that money back And he the Hovmeister from Kristiansand Is not customer friendly He should get another job And don&#39;t stand there and think he&#39;s something It&#39;s bad customer service by him. He should be ashamed. It&#39;s a shame that Collor Line has such employees. So there&#39;s nothing good to say about the Court Master from Kristiansand.",NO
"Fine båter, god underholdning og fantastiske ansatte! Veldig lang ventetid i telefonkø, men pga ekstraordinær situasjon lar jeg ikke det påvirke min anmeldelse.",Datoen for opplevelsen: 13. juli 2021,Verdens beste rederi!?,Vurdert til 5 av 5 stjerner,"Nice boats, good entertainment and fantastic staff! Very long waiting time in the telephone queue, but due to the extraordinary situation I will not let it affect my review.",NO
"Veldig uhøflig personell! Reiste med Color magic Oslo-Kiel. Vi var et ungt par som hadde oppgradert til vip. Ble ikke tatt seriøst i restauranten og så andre rundt oss ble fulgt til border, fikk tilbud om kaffe og te. Vi fikk beskjed om å finne et bord selv og fikk ikke tilbud om drikke. Vi satte oss ved et tilfeldig tomansbord og samme uhøffelige kelner kom brasende mot bordet og spurte hvor vi hadde gjemt eller stjålet et handikap skilt..Noe vi selvfølgelig ikke hadde gjort og sa vi selvfølgelig skulle flytte oss med en gang hvis vi satt feil. Han kom bort to ganger til og spurte om skiltet. Lagde scene forran andre. Var en veldig ubehagelig opplevelse og ødela mye av vår opplevelse på cruiset. Angrer på jeg ikke spurte om navnet på kelneren..
Bare gode opplevelser med cruiset med god mat og hyggelig personell ellers.",Datoen for opplevelsen: 27. oktober 2021,Veldig uhøflig personell,Vurdert til 1 av 5 stjerner,"Very rude staff! Traveled with Color magic Oslo-Kiel. We were a young couple who had upgraded to vip. Was not taken seriously in the restaurant and then others around us were followed to the border, offered coffee and tea. We were told to find a table ourselves and were not offered a drink. We sat down at a random table for two and the same rude waiter came storming towards the table and asked where we had hidden or stolen a handicap sign..Which of course we had not done and said we would of course move immediately if we were seated wrongly. He came over twice more and asked for the sign. Made a scene in front of others. Was a very unpleasant experience and ruined a lot of our experience on the cruise. I regret not asking the name of the waiter.. Only good experiences with the cruise with good food and pleasant personnel otherwise.",NO
"Jeg har bestilt billett til Hirtshals fra Larvik for 2 voksne og en personbil + retur seinere dato.
Alt så fint ut helt til jeg betalt for billettene og da mottok jeg bekreftelsen på Mail der har det skjedd noe teknisk feil, det står i bekreftelsen at avreisen er fra Hirtshals og til Larvik og det skal være omvendt.
Jeg skjønner ikke hvordan kan det skje og systemet dere kan være så dårlig.
Dagen etter jeg ringte kundeservice, og venta i 4 timer i åpningstida deres uten svar, det er helt tåpelig å ha slik elendig system på booking.
og det verste delen er tilbake ringing de sier at det skal ringe tilbake så fort de har kapasitet og at det skal beholde plassen i køen men det skjedd aldri, at de ringt tilbake.!!!
kan noen hjelpe ?",Datoen for opplevelsen: 14. juli 2021,Mangle på god service og bookingsystem,Vurdert til 1 av 5 stjerner,"I have booked a ticket to Hirtshals from Larvik for 2 adults and a car + return at a later date. Everything looked fine until I paid for the tickets and then I received the confirmation by Mail that there has been a technical error, it says in the confirmation that the departure is from Hirtshals and to Larvik and it should be the other way around. I don&#39;t understand how it can happen and your system can be so bad. The next day I called customer service, and waited for 4 hours during their opening hours without an answer, it&#39;s completely stupid to have such a lousy booking system. and the worst part is the call back they say that it will call back as soon as they have capacity and that it will keep the place in the queue but it never happened, that they called back.!!! can anyone help?",NO
Wir hatten fantastische 2tage auf diesem Schiff. Alles super. Besonders gefallen hat uns die Fantasy Show im Theater. Vielen Dank an die künstler.,Datoen for opplevelsen: 28. desember 2022,Wir hatten fantastische 2tage auf…,Vurdert til 5 av 5 stjerner,We had a fantastic 2 days on this ship. Everything was great. We especially enjoyed the fantasy show in the theater. Many thanks to the artists.,DE
"Vi sejlede med colorline til Hirtshals for få uger siden, og vores lille hund på kun 2 år var tvunget til at sidde i en lugtende og lille kennel, hvor den blev kastet til højre og venstre pga dårligt vejr og høje bølger. Jeg gik ned og chekkede den kort tid efter afgang, hvor den var blevet kastet så meget rundt, at den nu haltede og hylede af angst! Jeg tog den med mig til receptionen, og sagde at hunden ikke kom til at blive i den kennel, og fik at vide, at jeg så kunne sætte den ned i bilen, hvor den kunne sidde skadet og alene. Jeg tog hunden med mig, satte mig udenfor på dækket i 4 meters bølgehøjde med hunden under jakken, frysende i flere timer, indtil vi endelig kom i land. Hundens ene bagben var forstuvet, så hun haltede efterfølgende i en uge. Hele colorlines modbydelige holdning til dyrevelfærd medfølger, at jeg aldrig vælger at rejse med dem igen, før de kan lave en afdeling som alle andre færgeselskaber end colorline åbenbart kan finde ud af, hvor man kan sidde indenfor med sin hund - for f.. da, hvor svært kan det være? Hvad skal der til, for at lave en afdeling for dem der har et mindre kæledyr med?",Datoen for opplevelsen: 19. mars 2022,Mishandling af hunde ombord,Vurdert til 1 av 5 stjerner,"We sailed with colorline to Hirtshals a few weeks ago, and our little dog, only 2 years old, was forced to sit in a smelly and small kennel, where he was tossed left and right due to bad weather and high waves. I went down and checked on it shortly after take off where it had been tossed around so much that it was now limping and howling in agony! I took it with me to the reception, and said that the dog was not going to stay in that kennel, and was told that I could then put it down in the car, where it could sit injured and alone. I took the dog with me, sat outside on the deck in 4 meter wave height with the dog under my jacket, freezing for several hours until we finally got ashore. One of the dog&#39;s hind legs was sprained, so she subsequently limped for a week. Colorline&#39;s whole disgusting attitude towards animal welfare is accompanied by the fact that I will never choose to travel with them again until they can create a section that all other ferry companies than colorline can obviously find out where you can sit inside with your dog - because, for example, , how hard can it be? What does it take to create a section for those who bring a small pet with them?",DA
"Unmenschliche Zustände!
Jugendfreizeitgruppe hat eine Fähre nach Norwegen gebucht. Während der nächtlichen Fahrt wurde Dänemark als Corona- Krisengebiet eingestuft.
Bei der Ankunft in Hirtshals wurde den Jugendlichen und einer weiteren Kinderreisegruppe der Zutritt zur Fähre verweigert.
Daraufhin liefen die Drähte nach Deutschland heiß. Trotz anwaltlicher Unterstützung und Einbindung der deutschen Botschaft in Oslo, wollte Color Line keine aussagekräftige Information geben. Offensichtlich war, dass die Gesellschaft Vorgaben der norwegischen Regierung falsch interpretierte. Die Gruppen wurden in sengender Hitze, auf dem Fährparkplatz, ohne weiteres Handeln, mit dem Verweis auf einer späteren Fähre vertröstet. Toiletten konnten nicht genutzt werden und auch Getränke waren nicht zugänglich.
Nach 10 Stunden Hinhaltetaktik blieb nur die Abreise mit erschöpften und enttäuschten Kindern und Jugendlichen übrig.
Diese Rezension ist Aufgrund des unsensiblen und unmenschlichen Handelns von Color Line entstanden!",Datoen for opplevelsen: 21. juli 2021,Unmenschliche Zustände!,Vurdert til 1 av 5 stjerner,"Inhuman conditions! A youth leisure group booked a ferry to Norway. During the night trip, Denmark was classified as a Corona crisis area. On arrival in Hirtshals, the young people and another children&#39;s travel group were denied access to the ferry. As a result, the lines to Germany were hot. Despite legal support and involvement of the German embassy in Oslo, Color Line did not want to provide any meaningful information. It was obvious that the company had misinterpreted the Norwegian government&#39;s instructions. The groups were put off in the scorching heat in the ferry parking lot, without further action, with a reference to a later ferry. Toilets could not be used and drinks were not available. After 10 hours of delaying tactics, the only option was to leave with exhausted and disappointed children and young people. This review was written due to the insensitive and inhumane actions of Color Line!",DE
"En stjerne er for meget. VIRKELIG DÅRLIG KUNDESERVICE. Jeg har gentagne gange forsøgt kontakt, men man hænger bare i røret i flere timer. Og mailkontakt svarer de ikke på.....",Datoen for opplevelsen: 03. juni 2020,En stjerne er for meget,Vurdert til 1 av 5 stjerner,"One star is too much. REALLY BAD CUSTOMER SERVICE. I have repeatedly tried to contact, but you just hang on the phone for several hours. And they don&#39;t respond to email contact.....",DA
"Wir haben die Hin- und Rückfahrt von Kiel nach Oslo am 13.12.22 im Internet uns angesehen und einen Preis von 2.097 € für unsere Auswahl angezeigt bekommen. Da wir noch eine Buchung vorher abklären wollten, haben wir dann nur einen Tag später, also am 14.12.22 tatsächlich gebucht. Jetzt wurde uns allerdings ein um 192 € höherer Preis angezeigt. Also am 13.12.22 = 2.097 € und am 14.12.22 ein Preis von 2.289 €. Also innerhalb eines Tages ein Plus von 192 €!!!!",Datoen for opplevelsen: 13. desember 2022,"Colorline nie wieder, bei diesem Preismanagement",Vurdert til 1 av 5 stjerner,"We looked at the round trip from Kiel to Oslo on December 13th, 2022 online and were shown a price of €2,097 for our selection. Since we wanted to clarify a booking beforehand, we actually booked just one day later, on December 14th, 2022. Now, however, we were shown a price that was €192 higher. So on December 13th, 2022 = €2,097 and on December 14th, 2022 a price of €2,289. So within one day, an increase of €192!!!!",DE
Das Buffet ist dort wirklich sehr gut und es gab viel Auswahl. Leider nur 3 Sterne da die Mitarbeiter auf der colour line den Gästen das Geld aus der Tasche ziehen . Die geben das Rückgeld in noks nicht richtig aus. Einige Leute haben an der Bar nicht mal Quittungen erhalten. Man fühlte sich dort wirklich richtig abgezockt und es machte dann kein spass dort weiter etwas zu kaufen . Der Markus an der Bar war leider auch ziemlich unfreundlich. Ansonsten war alles okay .,Datoen for opplevelsen: 29. november 2021,Das Buffet ist dort wirklich sehr gut…,Vurdert til 3 av 5 stjerner,The buffet is really good and there was a lot to choose from. Unfortunately only 3 stars because the staff on the color line take money out of the guests&#39; pockets. They don&#39;t give the change in noks correctly. Some people didn&#39;t even get receipts at the bar. You really felt like you were being ripped off and it was no fun buying anything else there. Unfortunately Markus at the bar was also pretty unfriendly. Otherwise everything was OK.,DE
Ich war letzte Woche mit der color line gefahren und wurde enttäuscht. Der Service ist grauenhaft besonders für Deutsche. Man fühlte sich wie das fünfte Rad am Wagen. Dabei zahlen wir doch auch unsere Reise und die Nebenkosten sind nicht gerade ein Schnäppchen. Aber das Schiff ist schön.,Datoen for opplevelsen: 29. august 2022,Ich war letzte Woche mit der color line…,Vurdert til 1 av 5 stjerner,"I traveled with the color line last week and was disappointed. The service is terrible, especially for Germans. You feel like the fifth wheel. And yet we are paying for our trip and the additional costs are not exactly a bargain. But the ship is beautiful.",DE
Zunächst storniert Color Line eine seit vielen Monaten gebuchte Osloreise mit Hotelaufenthalt und dann muss man auch noch der Reisekostenerstattung ewig hinterherlaufen.Nie nie wieder Color Line !,Datoen for opplevelsen: 10. april 2023,Alles schiefgelaufen ! Zunächst storniert Color Line eine seit…,Vurdert til 1 av 5 stjerner,"First, Color Line cancelled a trip to Oslo with a hotel stay that had been booked many months ago and then you have to chase after the travel costs forever. Never, ever again Color Line!",DE
